dataset,timestamp,mean,std,max,num_trials,stat_type,gb_quity,gb_sim,gb_alpha,gb_beta,gb_K,gb_w_mode,gb_knn,ball_loss_weight,ball_angle_thresh,ball_uniform_tau,ball_infonce_weight,ball_infonce_temp
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.2,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.2,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.2,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.2,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.7,0.3,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.1,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.2,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.2,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.2,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.2,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.2,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.3,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942342,0.000000,0.942342,1,mean,detach,dot,0.3,0.3,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.1,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.7,0.2,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.1,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.1,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.2,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.2,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.2,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.2,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942319,0.000000,0.942319,1,mean,detach,dot,0.3,0.3,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.7,0.1,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.7,0.3,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.7,0.2,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.7,0.3,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.7,0.3,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942297,0.000000,0.942297,1,mean,detach,dot,0.3,0.1,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.1,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.1,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.2,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.2,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.2,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.3,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.7,0.3,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.1,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.2,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.2,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.2,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.2,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942274,0.000000,0.942274,1,mean,detach,dot,0.3,0.3,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.7,0.3,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942251,0.000000,0.942251,1,mean,detach,dot,0.3,0.1,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.3,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.3,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.1,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.1,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.3,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.3,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.7,0.3,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.3,0.1,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942229,0.000000,0.942229,1,mean,detach,dot,0.3,0.1,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.7,0.1,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.7,0.1,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.7,0.1,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.7,0.3,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.3,0.1,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942206,0.000000,0.942206,1,mean,detach,dot,0.3,0.2,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942183,0.000000,0.942183,1,mean,detach,dot,0.3,0.3,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942160,0.000000,0.942160,1,mean,detach,dot,0.7,0.1,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942160,0.000000,0.942160,1,mean,detach,dot,0.7,0.1,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942160,0.000000,0.942160,1,mean,detach,dot,0.3,0.3,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942160,0.000000,0.942160,1,mean,detach,dot,0.7,0.1,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942138,0.000000,0.942138,1,mean,detach,dot,0.7,0.1,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942138,0.000000,0.942138,1,mean,detach,dot,0.3,0.2,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942138,0.000000,0.942138,1,mean,detach,dot,0.3,0.3,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942138,0.000000,0.942138,1,mean,detach,dot,0.3,0.3,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942138,0.000000,0.942138,1,mean,detach,dot,0.3,0.3,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.7,0.1,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.7,0.1,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.7,0.2,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.7,0.2,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.3,0.3,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942115,0.000000,0.942115,1,mean,detach,dot,0.3,0.3,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942092,0.000000,0.942092,1,mean,detach,dot,0.7,0.1,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942092,0.000000,0.942092,1,mean,detach,dot,0.7,0.2,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942092,0.000000,0.942092,1,mean,detach,dot,0.3,0.1,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942092,0.000000,0.942092,1,mean,detach,dot,0.3,0.3,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942092,0.000000,0.942092,1,mean,detach,dot,0.3,0.3,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942069,0.000000,0.942069,1,mean,detach,dot,0.7,0.1,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942069,0.000000,0.942069,1,mean,detach,dot,0.3,0.1,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942069,0.000000,0.942069,1,mean,detach,dot,0.3,0.3,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942069,0.000000,0.942069,1,mean,detach,dot,0.3,0.3,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942047,0.000000,0.942047,1,mean,detach,dot,0.3,0.3,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942047,0.000000,0.942047,1,mean,detach,dot,0.3,0.3,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942047,0.000000,0.942047,1,mean,detach,dot,0.7,0.1,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942024,0.000000,0.942024,1,mean,detach,dot,0.7,0.1,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.942024,0.000000,0.942024,1,mean,detach,dot,0.3,0.3,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941842,0.000000,0.941842,1,mean,detach,dot,0.3,0.3,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941820,0.000000,0.941820,1,mean,detach,dot,0.3,0.3,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941820,0.000000,0.941820,1,mean,detach,dot,0.3,0.3,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941774,0.000000,0.941774,1,mean,detach,dot,0.3,0.3,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941774,0.000000,0.941774,1,mean,detach,dot,0.3,0.3,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941774,0.000000,0.941774,1,mean,detach,dot,0.3,0.3,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941751,0.000000,0.941751,1,mean,detach,dot,0.3,0.3,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941751,0.000000,0.941751,1,mean,detach,dot,0.3,0.3,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941751,0.000000,0.941751,1,mean,detach,dot,0.3,0.3,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941751,0.000000,0.941751,1,mean,detach,dot,0.3,0.3,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941751,0.000000,0.941751,1,mean,detach,dot,0.3,0.3,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.941706,0.000000,0.941706,1,mean,detach,dot,0.3,0.3,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.938994,0.001570,0.942297,6,mean,detach,dot,0.3,0.2,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
CS,2026-05-11 11:52,0.937751,0.002184,0.942342,6,mean,detach,dot,0.7,0.2,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
